,cls,codec,codec_path,is_raw,source,source_len,source_affix,source_entropy,input_len,input_entropy,bps,size,K,O,S,symbol_p_threshold,original_source
MarlinForestMarkov_K-8_O-2_S-1_is_raw-False_original_source-Source_16symbols_entropy0.1000000_source-Source_2symbols_entropy0.0022908_symbol_p_threshold-1e-06_ON_Source_Laplacian_16symbols_entropy0.1000000,MarlinForestMarkov,MarlinForestMarkov_K-8_O-2_S-1_is_raw-False_original_source-Source_16symbols_entropy0.1000000_source-Source_2symbols_entropy0.0022908_symbol_p_threshold-1e-06,MarlinForestMarkov_K-8_O-2_S-1_is_raw-False_original_source-Source_16symbols_entropy0.1000000_source-Source_2symbols_entropy0.0022908_symbol_p_threshold-1e-06.zip,False,Source_2symbols_entropy0.0022908,16,Laplacian,0.10000000037323656,131072,0.10050767366552678,1.0326690673828125,,8.0,2.0,1.0,1e-06,Source_16symbols_entropy0.1000000
MarlinForestMarkov_K-8_O-2_S-1_is_raw-False_original_source-Source_16symbols_entropy0.0894741_source-Source_2symbols_entropy0.0017988_symbol_p_threshold-1e-06_ON_Source_Laplacian_16symbols_entropy0.0894741,MarlinForestMarkov,MarlinForestMarkov_K-8_O-2_S-1_is_raw-False_original_source-Source_16symbols_entropy0.0894741_source-Source_2symbols_entropy0.0017988_symbol_p_threshold-1e-06,MarlinForestMarkov_K-8_O-2_S-1_is_raw-False_original_source-Source_16symbols_entropy0.0894741_source-Source_2symbols_entropy0.0017988_symbol_p_threshold-1e-06.zip,False,Source_2symbols_entropy0.0017988,16,Laplacian,0.08947410527957678,131072,0.08999016895885646,1.0324249267578125,,8.0,2.0,1.0,1e-06,Source_16symbols_entropy0.0894741
MarlinForestMarkov_K-8_O-2_S-1_is_raw-False_original_source-Source_16symbols_entropy0.0947371_source-Source_2symbols_entropy0.0020367_symbol_p_threshold-1e-06_ON_Source_Laplacian_16symbols_entropy0.0947371,MarlinForestMarkov,MarlinForestMarkov_K-8_O-2_S-1_is_raw-False_original_source-Source_16symbols_entropy0.0947371_source-Source_2symbols_entropy0.0020367_symbol_p_threshold-1e-06,MarlinForestMarkov_K-8_O-2_S-1_is_raw-False_original_source-Source_16symbols_entropy0.0947371_source-Source_2symbols_entropy0.0020367_symbol_p_threshold-1e-06.zip,False,Source_2symbols_entropy0.0020367,16,Laplacian,0.0947370529170935,131072,0.09519160424851658,1.0324859619140625,,8.0,2.0,1.0,1e-06,Source_16symbols_entropy0.0947371
MarlinForestMarkov_K-8_O-2_S-1_is_raw-False_original_source-Source_16symbols_entropy0.0842112_source-Source_2symbols_entropy0.0015768_symbol_p_threshold-1e-06_ON_Source_Laplacian_16symbols_entropy0.0842112,MarlinForestMarkov,MarlinForestMarkov_K-8_O-2_S-1_is_raw-False_original_source-Source_16symbols_entropy0.0842112_source-Source_2symbols_entropy0.0015768_symbol_p_threshold-1e-06,MarlinForestMarkov_K-8_O-2_S-1_is_raw-False_original_source-Source_16symbols_entropy0.0842112_source-Source_2symbols_entropy0.0015768_symbol_p_threshold-1e-06.zip,False,Source_2symbols_entropy0.0015768,16,Laplacian,0.08421115780788052,131072,0.08465623915367056,1.0323638916015625,,8.0,2.0,1.0,1e-06,Source_16symbols_entropy0.0842112
MarlinForestMarkov_K-8_O-2_S-1_is_raw-False_original_source-Source_16symbols_entropy1.0256410_source-Source_8symbols_entropy0.3245872_symbol_p_threshold-0_ON_Source_Laplacian_16symbols_entropy1.0256410,MarlinForestMarkov,MarlinForestMarkov_K-8_O-2_S-1_is_raw-False_original_source-Source_16symbols_entropy1.0256410_source-Source_8symbols_entropy0.3245872_symbol_p_threshold-0,MarlinForestMarkov_K-8_O-2_S-1_is_raw-False_original_source-Source_16symbols_entropy1.0256410_source-Source_8symbols_entropy0.3245872_symbol_p_threshold-0.zip,False,Source_8symbols_entropy0.3245872,16,Laplacian,1.025641025368035,131072,1.0267582510792623,1.406005859375,,8.0,2.0,1.0,0.0,Source_16symbols_entropy1.0256410
MarlinForestMarkov_K-8_O-2_S-1_is_raw-False_original_source-Source_16symbols_entropy0.0789482_source-Source_2symbols_entropy0.0013706_symbol_p_threshold-1e-06_ON_Source_Laplacian_16symbols_entropy0.0789482,MarlinForestMarkov,MarlinForestMarkov_K-8_O-2_S-1_is_raw-False_original_source-Source_16symbols_entropy0.0789482_source-Source_2symbols_entropy0.0013706_symbol_p_threshold-1e-06,MarlinForestMarkov_K-8_O-2_S-1_is_raw-False_original_source-Source_16symbols_entropy0.0789482_source-Source_2symbols_entropy0.0013706_symbol_p_threshold-1e-06.zip,False,Source_2symbols_entropy0.0013706,16,Laplacian,0.07894821012645409,131072,0.07924412786173834,1.0320510864257812,,8.0,2.0,1.0,1e-06,Source_16symbols_entropy0.0789482
MarlinForestMarkov_K-8_O-2_S-1_is_raw-False_original_source-Source_16symbols_entropy2.8717949_source-Source_8symbols_entropy1.8955761_symbol_p_threshold-0_ON_Source_Laplacian_16symbols_entropy2.8717949,MarlinForestMarkov,MarlinForestMarkov_K-8_O-2_S-1_is_raw-False_original_source-Source_16symbols_entropy2.8717949_source-Source_8symbols_entropy1.8955761_symbol_p_threshold-0,MarlinForestMarkov_K-8_O-2_S-1_is_raw-False_original_source-Source_16symbols_entropy2.8717949_source-Source_8symbols_entropy1.8955761_symbol_p_threshold-0.zip,False,Source_8symbols_entropy1.8955761,16,Laplacian,2.8717948718106143,131072,2.872022488466823,3.04833984375,,8.0,2.0,1.0,0.0,Source_16symbols_entropy2.8717949
MarlinForestMarkov_K-8_O-2_S-1_is_raw-False_original_source-Source_16symbols_entropy0.0736853_source-Source_2symbols_entropy0.0011800_symbol_p_threshold-1e-06_ON_Source_Laplacian_16symbols_entropy0.0736853,MarlinForestMarkov,MarlinForestMarkov_K-8_O-2_S-1_is_raw-False_original_source-Source_16symbols_entropy0.0736853_source-Source_2symbols_entropy0.0011800_symbol_p_threshold-1e-06,MarlinForestMarkov_K-8_O-2_S-1_is_raw-False_original_source-Source_16symbols_entropy0.0736853_source-Source_2symbols_entropy0.0011800_symbol_p_threshold-1e-06.zip,False,Source_2symbols_entropy0.0011800,16,Laplacian,0.07368526290678006,131072,0.07408755351079094,1.0320510864257812,,8.0,2.0,1.0,1e-06,Source_16symbols_entropy0.0736853
MarlinForestMarkov_K-8_O-2_S-1_is_raw-False_original_source-Source_16symbols_entropy0.0684223_source-Source_2symbols_entropy0.0010048_symbol_p_threshold-1e-06_ON_Source_Laplacian_16symbols_entropy0.0684223,MarlinForestMarkov,MarlinForestMarkov_K-8_O-2_S-1_is_raw-False_original_source-Source_16symbols_entropy0.0684223_source-Source_2symbols_entropy0.0010048_symbol_p_threshold-1e-06,MarlinForestMarkov_K-8_O-2_S-1_is_raw-False_original_source-Source_16symbols_entropy0.0684223_source-Source_2symbols_entropy0.0010048_symbol_p_threshold-1e-06.zip,False,Source_2symbols_entropy0.0010048,16,Laplacian,0.06842231594751078,131072,0.06878529179954722,1.0319290161132812,,8.0,2.0,1.0,1e-06,Source_16symbols_entropy0.0684223
MarlinForestMarkov_K-8_O-2_S-1_is_raw-False_original_source-Source_16symbols_entropy0.0578964_source-Source_2symbols_entropy0.0006996_symbol_p_threshold-1e-06_ON_Source_Laplacian_16symbols_entropy0.0578964,MarlinForestMarkov,MarlinForestMarkov_K-8_O-2_S-1_is_raw-False_original_source-Source_16symbols_entropy0.0578964_source-Source_2symbols_entropy0.0006996_symbol_p_threshold-1e-06,MarlinForestMarkov_K-8_O-2_S-1_is_raw-False_original_source-Source_16symbols_entropy0.0578964_source-Source_2symbols_entropy0.0006996_symbol_p_threshold-1e-06.zip,False,Source_2symbols_entropy0.0006996,16,Laplacian,0.057896420749471544,131072,0.05824358716042739,1.0318679809570312,,8.0,2.0,1.0,1e-06,Source_16symbols_entropy0.0578964
MarlinForestMarkov_K-8_O-2_S-1_is_raw-False_original_source-Source_16symbols_entropy0.0631594_source-Source_2symbols_entropy0.0008447_symbol_p_threshold-1e-06_ON_Source_Laplacian_16symbols_entropy0.0631594,MarlinForestMarkov,MarlinForestMarkov_K-8_O-2_S-1_is_raw-False_original_source-Source_16symbols_entropy0.0631594_source-Source_2symbols_entropy0.0008447_symbol_p_threshold-1e-06,MarlinForestMarkov_K-8_O-2_S-1_is_raw-False_original_source-Source_16symbols_entropy0.0631594_source-Source_2symbols_entropy0.0008447_symbol_p_threshold-1e-06.zip,False,Source_2symbols_entropy0.0008447,16,Laplacian,0.06315936866063862,131072,0.063540300039374,1.0319290161132812,,8.0,2.0,1.0,1e-06,Source_16symbols_entropy0.0631594
MarlinForestMarkov_K-8_O-2_S-1_is_raw-False_original_source-Source_16symbols_entropy0.0526335_source-Source_2symbols_entropy0.0005692_symbol_p_threshold-1e-06_ON_Source_Laplacian_16symbols_entropy0.0526335,MarlinForestMarkov,MarlinForestMarkov_K-8_O-2_S-1_is_raw-False_original_source-Source_16symbols_entropy0.0526335_source-Source_2symbols_entropy0.0005692_symbol_p_threshold-1e-06,MarlinForestMarkov_K-8_O-2_S-1_is_raw-False_original_source-Source_16symbols_entropy0.0526335_source-Source_2symbols_entropy0.0005692_symbol_p_threshold-1e-06.zip,False,Source_2symbols_entropy0.0005692,16,Laplacian,0.05263347401419834,131072,0.052997792141748726,1.0318069458007812,,8.0,2.0,1.0,1e-06,Source_16symbols_entropy0.0526335
MarlinForestMarkov_K-8_O-2_S-1_is_raw-True_original_source-Source_16symbols_entropy0.0105299_source-Source_1symbols_entropy0.0000000_symbol_p_threshold-1e-06_ON_Source_Laplacian_16symbols_entropy0.0105299,MarlinForestMarkov,MarlinForestMarkov_K-8_O-2_S-1_is_raw-True_original_source-Source_16symbols_entropy0.0105299_source-Source_1symbols_entropy0.0000000_symbol_p_threshold-1e-06,MarlinForestMarkov_K-8_O-2_S-1_is_raw-True_original_source-Source_16symbols_entropy0.0105299_source-Source_1symbols_entropy0.0000000_symbol_p_threshold-1e-06.zip,True,Source_1symbols_entropy0.0000000,16,Laplacian,0.010529894663657242,131072,0.0108421324525162,2.0,,8.0,2.0,1.0,1e-06,Source_16symbols_entropy0.0105299
MarlinForestMarkov_K-8_O-2_S-1_is_raw-True_original_source-Source_16symbols_entropy0.0052669_source-Source_1symbols_entropy0.0000000_symbol_p_threshold-1e-06_ON_Source_Laplacian_16symbols_entropy0.0052669,MarlinForestMarkov,MarlinForestMarkov_K-8_O-2_S-1_is_raw-True_original_source-Source_16symbols_entropy0.0052669_source-Source_1symbols_entropy0.0000000_symbol_p_threshold-1e-06,MarlinForestMarkov_K-8_O-2_S-1_is_raw-True_original_source-Source_16symbols_entropy0.0052669_source-Source_1symbols_entropy0.0000000_symbol_p_threshold-1e-06.zip,True,Source_1symbols_entropy0.0000000,16,Laplacian,0.005266947314495147,131072,0.005453482641483325,2.0,,8.0,2.0,1.0,1e-06,Source_16symbols_entropy0.0052669
MarlinForestMarkov_K-8_O-2_S-1_is_raw-False_original_source-Source_16symbols_entropy0.0473705_source-Source_2symbols_entropy0.0004532_symbol_p_threshold-1e-06_ON_Source_Laplacian_16symbols_entropy0.0473705,MarlinForestMarkov,MarlinForestMarkov_K-8_O-2_S-1_is_raw-False_original_source-Source_16symbols_entropy0.0473705_source-Source_2symbols_entropy0.0004532_symbol_p_threshold-1e-06,MarlinForestMarkov_K-8_O-2_S-1_is_raw-False_original_source-Source_16symbols_entropy0.0473705_source-Source_2symbols_entropy0.0004532_symbol_p_threshold-1e-06.zip,False,Source_2symbols_entropy0.0004532,16,Laplacian,0.04737052598430654,131072,0.04774376181035555,1.0317459106445312,,8.0,2.0,1.0,1e-06,Source_16symbols_entropy0.0473705
MarlinForestMarkov_K-8_O-2_S-1_is_raw-True_original_source-Source_16symbols_entropy0.0000040_source-Source_meta-Source_16symbols_entropy0.0000040_1symbols_entropy0.0000000_symbol_p_threshold-1e-06_ON_Source_Laplacian_16symbols_entropy0.0000040,MarlinForestMarkov,MarlinForestMarkov_K-8_O-2_S-1_is_raw-True_original_source-Source_16symbols_entropy0.0000040_source-Source_meta-Source_16symbols_entropy0.0000040_1symbols_entropy0.0000000_symbol_p_threshold-1e-06,MarlinForestMarkov_K-8_O-2_S-1_is_raw-True_original_source-Source_16symbols_entropy0.0000040_source-Source_meta-Source_16symbols_entropy0.0000040_1symbols_entropy0.0000000_symbol_p_threshold-1e-06.zip,True,Source_meta-Source_16symbols_entropy0.0000040_1symbols_entropy0.0000000,16,Laplacian,3.999742506494794e-06,131072,0.0001407065546984111,1.0,,8.0,2.0,1.0,1e-06,Source_16symbols_entropy0.0000040
MarlinForestMarkov_K-8_O-2_S-1_is_raw-False_original_source-Source_16symbols_entropy0.0421076_source-Source_2symbols_entropy0.0003514_symbol_p_threshold-1e-06_ON_Source_Laplacian_16symbols_entropy0.0421076,MarlinForestMarkov,MarlinForestMarkov_K-8_O-2_S-1_is_raw-False_original_source-Source_16symbols_entropy0.0421076_source-Source_2symbols_entropy0.0003514_symbol_p_threshold-1e-06,MarlinForestMarkov_K-8_O-2_S-1_is_raw-False_original_source-Source_16symbols_entropy0.0421076_source-Source_2symbols_entropy0.0003514_symbol_p_threshold-1e-06.zip,False,Source_2symbols_entropy0.0003514,16,Laplacian,0.04210757925561191,131072,0.04247387869104566,1.0316848754882812,,8.0,2.0,1.0,1e-06,Source_16symbols_entropy0.0421076
MarlinForestMarkov_K-8_O-2_S-1_is_raw-True_original_source-Source_16symbols_entropy0.0000000_source-Source_meta-Source_16symbols_entropy0.0000000_1symbols_entropy0.0000000_symbol_p_threshold-1e-06_ON_Source_Laplacian_16symbols_entropy0.0000000,MarlinForestMarkov,MarlinForestMarkov_K-8_O-2_S-1_is_raw-True_original_source-Source_16symbols_entropy0.0000000_source-Source_meta-Source_16symbols_entropy0.0000000_1symbols_entropy0.0000000_symbol_p_threshold-1e-06,MarlinForestMarkov_K-8_O-2_S-1_is_raw-True_original_source-Source_16symbols_entropy0.0000000_source-Source_meta-Source_16symbols_entropy0.0000000_1symbols_entropy0.0000000_symbol_p_threshold-1e-06.zip,True,Source_meta-Source_16symbols_entropy0.0000000_1symbols_entropy0.0000000,16,Laplacian,0.0,131072,0.0,0.0,,8.0,2.0,1.0,1e-06,Source_16symbols_entropy0.0000000
MarlinForestMarkov_K-8_O-2_S-1_is_raw-False_original_source-Source_16symbols_entropy2.9743590_source-Source_8symbols_entropy1.9946222_symbol_p_threshold-0_ON_Source_Laplacian_16symbols_entropy2.9743590,MarlinForestMarkov,MarlinForestMarkov_K-8_O-2_S-1_is_raw-False_original_source-Source_16symbols_entropy2.9743590_source-Source_8symbols_entropy1.9946222_symbol_p_threshold-0,MarlinForestMarkov_K-8_O-2_S-1_is_raw-False_original_source-Source_16symbols_entropy2.9743590_source-Source_8symbols_entropy1.9946222_symbol_p_threshold-0.zip,False,Source_8symbols_entropy1.9946222,16,Laplacian,2.974358974405109,131072,2.97460461000811,3.14642333984375,,8.0,2.0,1.0,0.0,Source_16symbols_entropy2.9743590
MarlinForestMarkov_K-8_O-2_S-1_is_raw-False_original_source-Source_16symbols_entropy0.0368446_source-Source_2symbols_entropy0.0002635_symbol_p_threshold-1e-06_ON_Source_Laplacian_16symbols_entropy0.0368446,MarlinForestMarkov,MarlinForestMarkov_K-8_O-2_S-1_is_raw-False_original_source-Source_16symbols_entropy0.0368446_source-Source_2symbols_entropy0.0002635_symbol_p_threshold-1e-06,MarlinForestMarkov_K-8_O-2_S-1_is_raw-False_original_source-Source_16symbols_entropy0.0368446_source-Source_2symbols_entropy0.0002635_symbol_p_threshold-1e-06.zip,False,Source_2symbols_entropy0.0002635,16,Laplacian,0.036844631716747185,131072,0.03717776079427527,1.0316238403320312,,8.0,2.0,1.0,1e-06,Source_16symbols_entropy0.0368446
MarlinForestMarkov_K-8_O-2_S-1_is_raw-False_original_source-Source_16symbols_entropy4.0000000_source-Source_meta-Source_16symbols_entropy4.0000000_8symbols_entropy3.0000000_symbol_p_threshold-0_ON_Source_Laplacian_16symbols_entropy4.0000000,MarlinForestMarkov,MarlinForestMarkov_K-8_O-2_S-1_is_raw-False_original_source-Source_16symbols_entropy4.0000000_source-Source_meta-Source_16symbols_entropy4.0000000_8symbols_entropy3.0000000_symbol_p_threshold-0,MarlinForestMarkov_K-8_O-2_S-1_is_raw-False_original_source-Source_16symbols_entropy4.0000000_source-Source_meta-Source_16symbols_entropy4.0000000_8symbols_entropy3.0000000_symbol_p_threshold-0.zip,False,Source_meta-Source_16symbols_entropy4.0000000_8symbols_entropy3.0000000,16,Laplacian,4.0,131072,4.0,4.212646484375,,8.0,2.0,1.0,0.0,Source_16symbols_entropy4.0000000
MarlinForestMarkov_K-8_O-2_S-1_is_raw-False_original_source-Source_16symbols_entropy0.0315817_source-Source_2symbols_entropy0.0001890_symbol_p_threshold-1e-06_ON_Source_Laplacian_16symbols_entropy0.0315817,MarlinForestMarkov,MarlinForestMarkov_K-8_O-2_S-1_is_raw-False_original_source-Source_16symbols_entropy0.0315817_source-Source_2symbols_entropy0.0001890_symbol_p_threshold-1e-06,MarlinForestMarkov_K-8_O-2_S-1_is_raw-False_original_source-Source_16symbols_entropy0.0315817_source-Source_2symbols_entropy0.0001890_symbol_p_threshold-1e-06.zip,False,Source_2symbols_entropy0.0001890,16,Laplacian,0.03158168391941189,131072,0.031965835286023044,1.0316238403320312,,8.0,2.0,1.0,1e-06,Source_16symbols_entropy0.0315817
MarlinForestMarkov_K-8_O-2_S-1_is_raw-False_original_source-Source_16symbols_entropy0.9230769_source-Source_8symbols_entropy0.2639776_symbol_p_threshold-0_ON_Source_Laplacian_16symbols_entropy0.9230769,MarlinForestMarkov,MarlinForestMarkov_K-8_O-2_S-1_is_raw-False_original_source-Source_16symbols_entropy0.9230769_source-Source_8symbols_entropy0.2639776_symbol_p_threshold-0,MarlinForestMarkov_K-8_O-2_S-1_is_raw-False_original_source-Source_16symbols_entropy0.9230769_source-Source_8symbols_entropy0.2639776_symbol_p_threshold-0.zip,False,Source_8symbols_entropy0.2639776,16,Laplacian,0.923076923253091,131072,0.9241957389506139,1.3289794921875,,8.0,2.0,1.0,0.0,Source_16symbols_entropy0.9230769
MarlinForestMarkov_K-8_O-2_S-1_is_raw-False_original_source-Source_16symbols_entropy0.0263187_source-Source_2symbols_entropy0.0001277_symbol_p_threshold-1e-06_ON_Source_Laplacian_16symbols_entropy0.0263187,MarlinForestMarkov,MarlinForestMarkov_K-8_O-2_S-1_is_raw-False_original_source-Source_16symbols_entropy0.0263187_source-Source_2symbols_entropy0.0001277_symbol_p_threshold-1e-06,MarlinForestMarkov_K-8_O-2_S-1_is_raw-False_original_source-Source_16symbols_entropy0.0263187_source-Source_2symbols_entropy0.0001277_symbol_p_threshold-1e-06.zip,False,Source_2symbols_entropy0.0001277,16,Laplacian,0.026318736658051924,131072,0.026499221430247483,1.03143310546875,,8.0,2.0,1.0,1e-06,Source_16symbols_entropy0.0263187
MarlinForestMarkov_K-8_O-2_S-1_is_raw-False_original_source-Source_16symbols_entropy0.0210558_source-Source_2symbols_entropy0.0000791_symbol_p_threshold-1e-06_ON_Source_Laplacian_16symbols_entropy0.0210558,MarlinForestMarkov,MarlinForestMarkov_K-8_O-2_S-1_is_raw-False_original_source-Source_16symbols_entropy0.0210558_source-Source_2symbols_entropy0.0000791_symbol_p_threshold-1e-06,MarlinForestMarkov_K-8_O-2_S-1_is_raw-False_original_source-Source_16symbols_entropy0.0210558_source-Source_2symbols_entropy0.0000791_symbol_p_threshold-1e-06.zip,False,Source_2symbols_entropy0.0000791,16,Laplacian,0.021055789801005708,131072,0.021290566318978348,1.03143310546875,,8.0,2.0,1.0,1e-06,Source_16symbols_entropy0.0210558
MarlinForestMarkov_K-8_O-2_S-1_is_raw-False_original_source-Source_16symbols_entropy0.0157928_source-Source_2symbols_entropy0.0000427_symbol_p_threshold-1e-06_ON_Source_Laplacian_16symbols_entropy0.0157928,MarlinForestMarkov,MarlinForestMarkov_K-8_O-2_S-1_is_raw-False_original_source-Source_16symbols_entropy0.0157928_source-Source_2symbols_entropy0.0000427_symbol_p_threshold-1e-06,MarlinForestMarkov_K-8_O-2_S-1_is_raw-False_original_source-Source_16symbols_entropy0.0157928_source-Source_2symbols_entropy0.0000427_symbol_p_threshold-1e-06.zip,False,Source_2symbols_entropy0.0000427,16,Laplacian,0.015792842022141543,131072,0.016040969117302323,1.03143310546875,,8.0,2.0,1.0,1e-06,Source_16symbols_entropy0.0157928
MarlinForestMarkov_K-8_O-2_S-1_is_raw-False_original_source-Source_16symbols_entropy0.6153846_source-Source_6symbols_entropy0.1156649_symbol_p_threshold-0_ON_Source_Laplacian_16symbols_entropy0.6153846,MarlinForestMarkov,MarlinForestMarkov_K-8_O-2_S-1_is_raw-False_original_source-Source_16symbols_entropy0.6153846_source-Source_6symbols_entropy0.1156649_symbol_p_threshold-0,MarlinForestMarkov_K-8_O-2_S-1_is_raw-False_original_source-Source_16symbols_entropy0.6153846_source-Source_6symbols_entropy0.1156649_symbol_p_threshold-0.zip,False,Source_6symbols_entropy0.1156649,16,Laplacian,0.6153846156839253,131072,0.6163178027425665,1.134521484375,,8.0,2.0,1.0,0.0,Source_16symbols_entropy0.6153846
MarlinForestMarkov_K-8_O-2_S-1_is_raw-False_original_source-Source_16symbols_entropy0.1025641_source-Source_2symbols_entropy0.0024205_symbol_p_threshold-1e-06_ON_Source_Laplacian_16symbols_entropy0.1025641,MarlinForestMarkov,MarlinForestMarkov_K-8_O-2_S-1_is_raw-False_original_source-Source_16symbols_entropy0.1025641_source-Source_2symbols_entropy0.0024205_symbol_p_threshold-1e-06,MarlinForestMarkov_K-8_O-2_S-1_is_raw-False_original_source-Source_16symbols_entropy0.1025641_source-Source_2symbols_entropy0.0024205_symbol_p_threshold-1e-06.zip,False,Source_2symbols_entropy0.0024205,16,Laplacian,0.10256410257248678,131072,0.10299359730842388,1.0326690673828125,,8.0,2.0,1.0,1e-06,Source_16symbols_entropy0.1025641
MarlinForestMarkov_K-8_O-2_S-1_is_raw-False_original_source-Source_16symbols_entropy0.2051282_source-Source_2symbols_entropy0.0109354_symbol_p_threshold-1e-06_ON_Source_Laplacian_16symbols_entropy0.2051282,MarlinForestMarkov,MarlinForestMarkov_K-8_O-2_S-1_is_raw-False_original_source-Source_16symbols_entropy0.2051282_source-Source_2symbols_entropy0.0109354_symbol_p_threshold-1e-06,MarlinForestMarkov_K-8_O-2_S-1_is_raw-False_original_source-Source_16symbols_entropy0.2051282_source-Source_2symbols_entropy0.0109354_symbol_p_threshold-1e-06.zip,False,Source_2symbols_entropy0.0109354,16,Laplacian,0.20512820479820465,131072,0.20563648029340256,1.0359725952148438,,8.0,2.0,1.0,1e-06,Source_16symbols_entropy0.2051282
MarlinForestMarkov_K-8_O-2_S-1_is_raw-False_original_source-Source_16symbols_entropy0.3076923_source-Source_8symbols_entropy0.0264170_symbol_p_threshold-0_ON_Source_Laplacian_16symbols_entropy0.3076923,MarlinForestMarkov,MarlinForestMarkov_K-8_O-2_S-1_is_raw-False_original_source-Source_16symbols_entropy0.3076923_source-Source_8symbols_entropy0.0264170_symbol_p_threshold-0,MarlinForestMarkov_K-8_O-2_S-1_is_raw-False_original_source-Source_16symbols_entropy0.3076923_source-Source_8symbols_entropy0.0264170_symbol_p_threshold-0.zip,False,Source_8symbols_entropy0.0264170,16,Laplacian,0.3076923074295368,131072,0.3082089771441036,1.050537109375,,8.0,2.0,1.0,0.0,Source_16symbols_entropy0.3076923
MarlinForestMarkov_K-8_O-2_S-1_is_raw-False_original_source-Source_16symbols_entropy3.8974359_source-Source_8symbols_entropy2.8986955_symbol_p_threshold-0_ON_Source_Laplacian_16symbols_entropy3.8974359,MarlinForestMarkov,MarlinForestMarkov_K-8_O-2_S-1_is_raw-False_original_source-Source_16symbols_entropy3.8974359_source-Source_8symbols_entropy2.8986955_symbol_p_threshold-0,MarlinForestMarkov_K-8_O-2_S-1_is_raw-False_original_source-Source_16symbols_entropy3.8974359_source-Source_8symbols_entropy2.8986955_symbol_p_threshold-0.zip,False,Source_8symbols_entropy2.8986955,16,Laplacian,3.89743589732002,131072,3.8974969230694425,4.05230712890625,,8.0,2.0,1.0,0.0,Source_16symbols_entropy3.8974359
MarlinForestMarkov_K-8_O-2_S-1_is_raw-False_original_source-Source_16symbols_entropy0.8205128_source-Source_8symbols_entropy0.2086414_symbol_p_threshold-0_ON_Source_Laplacian_16symbols_entropy0.8205128,MarlinForestMarkov,MarlinForestMarkov_K-8_O-2_S-1_is_raw-False_original_source-Source_16symbols_entropy0.8205128_source-Source_8symbols_entropy0.2086414_symbol_p_threshold-0,MarlinForestMarkov_K-8_O-2_S-1_is_raw-False_original_source-Source_16symbols_entropy0.8205128_source-Source_8symbols_entropy0.2086414_symbol_p_threshold-0.zip,False,Source_8symbols_entropy0.2086414,16,Laplacian,0.82051282059569,131072,0.8216093623257334,1.25701904296875,,8.0,2.0,1.0,0.0,Source_16symbols_entropy0.8205128
MarlinForestMarkov_K-8_O-2_S-1_is_raw-False_original_source-Source_16symbols_entropy0.3076923_source-Source_3symbols_entropy0.0264165_symbol_p_threshold-1e-06_ON_Source_Laplacian_16symbols_entropy0.3076923,MarlinForestMarkov,MarlinForestMarkov_K-8_O-2_S-1_is_raw-False_original_source-Source_16symbols_entropy0.3076923_source-Source_3symbols_entropy0.0264165_symbol_p_threshold-1e-06,MarlinForestMarkov_K-8_O-2_S-1_is_raw-False_original_source-Source_16symbols_entropy0.3076923_source-Source_3symbols_entropy0.0264165_symbol_p_threshold-1e-06.zip,False,Source_3symbols_entropy0.0264165,16,Laplacian,0.3076923074295368,131072,0.3082089771441036,1.0500030517578125,,8.0,2.0,1.0,1e-06,Source_16symbols_entropy0.3076923
MarlinForestMarkov_K-8_O-2_S-1_is_raw-False_original_source-Source_16symbols_entropy3.5897436_source-Source_8symbols_entropy2.5955354_symbol_p_threshold-0_ON_Source_Laplacian_16symbols_entropy3.5897436,MarlinForestMarkov,MarlinForestMarkov_K-8_O-2_S-1_is_raw-False_original_source-Source_16symbols_entropy3.5897436_source-Source_8symbols_entropy2.5955354_symbol_p_threshold-0,MarlinForestMarkov_K-8_O-2_S-1_is_raw-False_original_source-Source_16symbols_entropy3.5897436_source-Source_8symbols_entropy2.5955354_symbol_p_threshold-0.zip,False,Source_8symbols_entropy2.5955354,16,Laplacian,3.5897435896786987,131072,3.589850648098847,3.743408203125,,8.0,2.0,1.0,0.0,Source_16symbols_entropy3.5897436
MarlinForestMarkov_K-8_O-2_S-1_is_raw-False_original_source-Source_16symbols_entropy3.0769231_source-Source_8symbols_entropy2.0940620_symbol_p_threshold-0_ON_Source_Laplacian_16symbols_entropy3.0769231,MarlinForestMarkov,MarlinForestMarkov_K-8_O-2_S-1_is_raw-False_original_source-Source_16symbols_entropy3.0769231_source-Source_8symbols_entropy2.0940620_symbol_p_threshold-0,MarlinForestMarkov_K-8_O-2_S-1_is_raw-False_original_source-Source_16symbols_entropy3.0769231_source-Source_8symbols_entropy2.0940620_symbol_p_threshold-0.zip,False,Source_8symbols_entropy2.0940620,16,Laplacian,3.0769230767665294,131072,3.0770777001006424,3.24249267578125,,8.0,2.0,1.0,0.0,Source_16symbols_entropy3.0769231
