,cls,codec,codec_path,is_raw,source,source_len,source_affix,source_entropy,input_len,input_entropy,bps,size,K,O,S,symbol_p_threshold,original_source
MarlinForestMarkov_K-8_O-1_S-0_is_raw-False_original_source-Source_16symbols_entropy1.3333333_source-Source_meta-Source_16symbols_entropy1.3333333_16symbols_entropy1.3333333_symbol_p_threshold-0_ON_Source_Laplacian_16symbols_entropy1.3333333,MarlinForestMarkov,MarlinForestMarkov_K-8_O-1_S-0_is_raw-False_original_source-Source_16symbols_entropy1.3333333_source-Source_meta-Source_16symbols_entropy1.3333333_16symbols_entropy1.3333333_symbol_p_threshold-0,MarlinForestMarkov_K-8_O-1_S-0_is_raw-False_original_source-Source_16symbols_entropy1.3333333_source-Source_meta-Source_16symbols_entropy1.3333333_16symbols_entropy1.3333333_symbol_p_threshold-0.zip,False,Source_meta-Source_16symbols_entropy1.3333333_16symbols_entropy1.3333333,16,Laplacian,1.3333333329535764,131072,1.3345019429779317,1.46356201171875,,8.0,1.0,0.0,0.0,Source_16symbols_entropy1.3333333
MarlinForestMarkov_K-8_O-1_S-0_is_raw-False_original_source-Source_16symbols_entropy1.4358974_source-Source_meta-Source_16symbols_entropy1.4358974_16symbols_entropy1.4358974_symbol_p_threshold-0_ON_Source_Laplacian_16symbols_entropy1.4358974,MarlinForestMarkov,MarlinForestMarkov_K-8_O-1_S-0_is_raw-False_original_source-Source_16symbols_entropy1.4358974_source-Source_meta-Source_16symbols_entropy1.4358974_16symbols_entropy1.4358974_symbol_p_threshold-0,MarlinForestMarkov_K-8_O-1_S-0_is_raw-False_original_source-Source_16symbols_entropy1.4358974_source-Source_meta-Source_16symbols_entropy1.4358974_16symbols_entropy1.4358974_symbol_p_threshold-0.zip,False,Source_meta-Source_16symbols_entropy1.4358974_16symbols_entropy1.4358974,16,Laplacian,1.4358974361382617,131072,1.4367072638408922,1.56640625,,8.0,1.0,0.0,0.0,Source_16symbols_entropy1.4358974
MarlinForestMarkov_K-8_O-1_S-0_is_raw-False_original_source-Source_16symbols_entropy1.5384615_source-Source_meta-Source_16symbols_entropy1.5384615_16symbols_entropy1.5384615_symbol_p_threshold-0_ON_Source_Laplacian_16symbols_entropy1.5384615,MarlinForestMarkov,MarlinForestMarkov_K-8_O-1_S-0_is_raw-False_original_source-Source_16symbols_entropy1.5384615_source-Source_meta-Source_16symbols_entropy1.5384615_16symbols_entropy1.5384615_symbol_p_threshold-0,MarlinForestMarkov_K-8_O-1_S-0_is_raw-False_original_source-Source_16symbols_entropy1.5384615_source-Source_meta-Source_16symbols_entropy1.5384615_16symbols_entropy1.5384615_symbol_p_threshold-0.zip,False,Source_meta-Source_16symbols_entropy1.5384615_16symbols_entropy1.5384615,16,Laplacian,1.5384615384501954,131072,1.5391875945760778,1.6827392578125,,8.0,1.0,0.0,0.0,Source_16symbols_entropy1.5384615
MarlinForestMarkov_K-8_O-2_S-0_is_raw-False_original_source-Source_16symbols_entropy0.1000000_source-Source_meta-Source_16symbols_entropy0.1000000_6symbols_entropy0.1000000_symbol_p_threshold-0_ON_Source_Laplacian_16symbols_entropy0.1000000,MarlinForestMarkov,MarlinForestMarkov_K-8_O-2_S-0_is_raw-False_original_source-Source_16symbols_entropy0.1000000_source-Source_meta-Source_16symbols_entropy0.1000000_6symbols_entropy0.1000000_symbol_p_threshold-0,MarlinForestMarkov_K-8_O-2_S-0_is_raw-False_original_source-Source_16symbols_entropy0.1000000_source-Source_meta-Source_16symbols_entropy0.1000000_6symbols_entropy0.1000000_symbol_p_threshold-0.zip,False,Source_meta-Source_16symbols_entropy0.1000000_6symbols_entropy0.1000000,16,Laplacian,0.10000000037323656,131072,0.10050767366552678,0.1180419921875,,8.0,2.0,0.0,0.0,Source_16symbols_entropy0.1000000
MarlinForestMarkov_K-8_O-2_S-0_is_raw-False_original_source-Source_16symbols_entropy0.0947371_source-Source_meta-Source_16symbols_entropy0.0947371_6symbols_entropy0.0947371_symbol_p_threshold-0_ON_Source_Laplacian_16symbols_entropy0.0947371,MarlinForestMarkov,MarlinForestMarkov_K-8_O-2_S-0_is_raw-False_original_source-Source_16symbols_entropy0.0947371_source-Source_meta-Source_16symbols_entropy0.0947371_6symbols_entropy0.0947371_symbol_p_threshold-0,MarlinForestMarkov_K-8_O-2_S-0_is_raw-False_original_source-Source_16symbols_entropy0.0947371_source-Source_meta-Source_16symbols_entropy0.0947371_6symbols_entropy0.0947371_symbol_p_threshold-0.zip,False,Source_meta-Source_16symbols_entropy0.0947371_6symbols_entropy0.0947371,16,Laplacian,0.0947370529170935,131072,0.09519160424851658,0.11328125,,8.0,2.0,0.0,0.0,Source_16symbols_entropy0.0947371
MarlinForestMarkov_K-8_O-2_S-0_is_raw-False_original_source-Source_16symbols_entropy0.0894741_source-Source_meta-Source_16symbols_entropy0.0894741_6symbols_entropy0.0894741_symbol_p_threshold-0_ON_Source_Laplacian_16symbols_entropy0.0894741,MarlinForestMarkov,MarlinForestMarkov_K-8_O-2_S-0_is_raw-False_original_source-Source_16symbols_entropy0.0894741_source-Source_meta-Source_16symbols_entropy0.0894741_6symbols_entropy0.0894741_symbol_p_threshold-0,MarlinForestMarkov_K-8_O-2_S-0_is_raw-False_original_source-Source_16symbols_entropy0.0894741_source-Source_meta-Source_16symbols_entropy0.0894741_6symbols_entropy0.0894741_symbol_p_threshold-0.zip,False,Source_meta-Source_16symbols_entropy0.0894741_6symbols_entropy0.0894741,16,Laplacian,0.08947410527957678,131072,0.08999016895885646,0.1085205078125,,8.0,2.0,0.0,0.0,Source_16symbols_entropy0.0894741
MarlinForestMarkov_K-8_O-1_S-0_is_raw-False_original_source-Source_16symbols_entropy1.7435897_source-Source_meta-Source_16symbols_entropy1.7435897_16symbols_entropy1.7435897_symbol_p_threshold-0_ON_Source_Laplacian_16symbols_entropy1.7435897,MarlinForestMarkov,MarlinForestMarkov_K-8_O-1_S-0_is_raw-False_original_source-Source_16symbols_entropy1.7435897_source-Source_meta-Source_16symbols_entropy1.7435897_16symbols_entropy1.7435897_symbol_p_threshold-0,MarlinForestMarkov_K-8_O-1_S-0_is_raw-False_original_source-Source_16symbols_entropy1.7435897_source-Source_meta-Source_16symbols_entropy1.7435897_16symbols_entropy1.7435897_symbol_p_threshold-0.zip,False,Source_meta-Source_16symbols_entropy1.7435897_16symbols_entropy1.7435897,16,Laplacian,1.743589743941179,131072,1.7442443548356619,1.88812255859375,,8.0,1.0,0.0,0.0,Source_16symbols_entropy1.7435897
MarlinForestMarkov_K-8_O-2_S-0_is_raw-False_original_source-Source_16symbols_entropy0.0789482_source-Source_meta-Source_16symbols_entropy0.0789482_5symbols_entropy0.0789482_symbol_p_threshold-0_ON_Source_Laplacian_16symbols_entropy0.0789482,MarlinForestMarkov,MarlinForestMarkov_K-8_O-2_S-0_is_raw-False_original_source-Source_16symbols_entropy0.0789482_source-Source_meta-Source_16symbols_entropy0.0789482_5symbols_entropy0.0789482_symbol_p_threshold-0,MarlinForestMarkov_K-8_O-2_S-0_is_raw-False_original_source-Source_16symbols_entropy0.0789482_source-Source_meta-Source_16symbols_entropy0.0789482_5symbols_entropy0.0789482_symbol_p_threshold-0.zip,False,Source_meta-Source_16symbols_entropy0.0789482_5symbols_entropy0.0789482,16,Laplacian,0.07894821012645409,131072,0.07924412786173834,0.1016845703125,,8.0,2.0,0.0,0.0,Source_16symbols_entropy0.0789482
MarlinForestMarkov_K-8_O-2_S-0_is_raw-False_original_source-Source_16symbols_entropy0.0736853_source-Source_meta-Source_16symbols_entropy0.0736853_16symbols_entropy0.0736853_symbol_p_threshold-0_ON_Source_Laplacian_16symbols_entropy0.0736853,MarlinForestMarkov,MarlinForestMarkov_K-8_O-2_S-0_is_raw-False_original_source-Source_16symbols_entropy0.0736853_source-Source_meta-Source_16symbols_entropy0.0736853_16symbols_entropy0.0736853_symbol_p_threshold-0,MarlinForestMarkov_K-8_O-2_S-0_is_raw-False_original_source-Source_16symbols_entropy0.0736853_source-Source_meta-Source_16symbols_entropy0.0736853_16symbols_entropy0.0736853_symbol_p_threshold-0.zip,False,Source_meta-Source_16symbols_entropy0.0736853_16symbols_entropy0.0736853,16,Laplacian,0.07368526290678006,131072,0.07408755351079094,0.09649658203125,,8.0,2.0,0.0,0.0,Source_16symbols_entropy0.0736853
MarlinForestMarkov_K-8_O-1_S-0_is_raw-False_original_source-Source_16symbols_entropy1.6410256_source-Source_meta-Source_16symbols_entropy1.6410256_16symbols_entropy1.6410256_symbol_p_threshold-0_ON_Source_Laplacian_16symbols_entropy1.6410256,MarlinForestMarkov,MarlinForestMarkov_K-8_O-1_S-0_is_raw-False_original_source-Source_16symbols_entropy1.6410256_source-Source_meta-Source_16symbols_entropy1.6410256_16symbols_entropy1.6410256_symbol_p_threshold-0,MarlinForestMarkov_K-8_O-1_S-0_is_raw-False_original_source-Source_16symbols_entropy1.6410256_source-Source_meta-Source_16symbols_entropy1.6410256_16symbols_entropy1.6410256_symbol_p_threshold-0.zip,False,Source_meta-Source_16symbols_entropy1.6410256_16symbols_entropy1.6410256,16,Laplacian,1.6410256411971733,131072,1.64155980189034,1.77532958984375,,8.0,1.0,0.0,0.0,Source_16symbols_entropy1.6410256
MarlinForestMarkov_K-8_O-2_S-0_is_raw-False_original_source-Source_16symbols_entropy0.0631594_source-Source_meta-Source_16symbols_entropy0.0631594_5symbols_entropy0.0631594_symbol_p_threshold-0_ON_Source_Laplacian_16symbols_entropy0.0631594,MarlinForestMarkov,MarlinForestMarkov_K-8_O-2_S-0_is_raw-False_original_source-Source_16symbols_entropy0.0631594_source-Source_meta-Source_16symbols_entropy0.0631594_5symbols_entropy0.0631594_symbol_p_threshold-0,MarlinForestMarkov_K-8_O-2_S-0_is_raw-False_original_source-Source_16symbols_entropy0.0631594_source-Source_meta-Source_16symbols_entropy0.0631594_5symbols_entropy0.0631594_symbol_p_threshold-0.zip,False,Source_meta-Source_16symbols_entropy0.0631594_5symbols_entropy0.0631594,16,Laplacian,0.06315936866063862,131072,0.063540300039374,0.086181640625,,8.0,2.0,0.0,0.0,Source_16symbols_entropy0.0631594
MarlinForestMarkov_K-8_O-2_S-0_is_raw-False_original_source-Source_16symbols_entropy0.0684223_source-Source_meta-Source_16symbols_entropy0.0684223_5symbols_entropy0.0684223_symbol_p_threshold-0_ON_Source_Laplacian_16symbols_entropy0.0684223,MarlinForestMarkov,MarlinForestMarkov_K-8_O-2_S-0_is_raw-False_original_source-Source_16symbols_entropy0.0684223_source-Source_meta-Source_16symbols_entropy0.0684223_5symbols_entropy0.0684223_symbol_p_threshold-0,MarlinForestMarkov_K-8_O-2_S-0_is_raw-False_original_source-Source_16symbols_entropy0.0684223_source-Source_meta-Source_16symbols_entropy0.0684223_5symbols_entropy0.0684223_symbol_p_threshold-0.zip,False,Source_meta-Source_16symbols_entropy0.0684223_5symbols_entropy0.0684223,16,Laplacian,0.06842231594751078,131072,0.06878529179954722,0.0899658203125,,8.0,2.0,0.0,0.0,Source_16symbols_entropy0.0684223
MarlinForestMarkov_K-8_O-1_S-0_is_raw-False_original_source-Source_16symbols_entropy1.9487179_source-Source_meta-Source_16symbols_entropy1.9487179_16symbols_entropy1.9487179_symbol_p_threshold-0_ON_Source_Laplacian_16symbols_entropy1.9487179,MarlinForestMarkov,MarlinForestMarkov_K-8_O-1_S-0_is_raw-False_original_source-Source_16symbols_entropy1.9487179_source-Source_meta-Source_16symbols_entropy1.9487179_16symbols_entropy1.9487179_symbol_p_threshold-0,MarlinForestMarkov_K-8_O-1_S-0_is_raw-False_original_source-Source_16symbols_entropy1.9487179_source-Source_meta-Source_16symbols_entropy1.9487179_16symbols_entropy1.9487179_symbol_p_threshold-0.zip,False,Source_meta-Source_16symbols_entropy1.9487179_16symbols_entropy1.9487179,16,Laplacian,1.9487179488418567,131072,1.9491821964077847,2.0802001953125,,8.0,1.0,0.0,0.0,Source_16symbols_entropy1.9487179
MarlinForestMarkov_K-8_O-2_S-0_is_raw-False_original_source-Source_16symbols_entropy0.0473705_source-Source_meta-Source_16symbols_entropy0.0473705_5symbols_entropy0.0473705_symbol_p_threshold-0_ON_Source_Laplacian_16symbols_entropy0.0473705,MarlinForestMarkov,MarlinForestMarkov_K-8_O-2_S-0_is_raw-False_original_source-Source_16symbols_entropy0.0473705_source-Source_meta-Source_16symbols_entropy0.0473705_5symbols_entropy0.0473705_symbol_p_threshold-0,MarlinForestMarkov_K-8_O-2_S-0_is_raw-False_original_source-Source_16symbols_entropy0.0473705_source-Source_meta-Source_16symbols_entropy0.0473705_5symbols_entropy0.0473705_symbol_p_threshold-0.zip,False,Source_meta-Source_16symbols_entropy0.0473705_5symbols_entropy0.0473705,16,Laplacian,0.04737052598430654,131072,0.04774376181035555,0.084228515625,,8.0,2.0,0.0,0.0,Source_16symbols_entropy0.0473705
MarlinForestMarkov_K-8_O-2_S-0_is_raw-False_original_source-Source_16symbols_entropy0.0421076_source-Source_meta-Source_16symbols_entropy0.0421076_16symbols_entropy0.0421076_symbol_p_threshold-0_ON_Source_Laplacian_16symbols_entropy0.0421076,MarlinForestMarkov,MarlinForestMarkov_K-8_O-2_S-0_is_raw-False_original_source-Source_16symbols_entropy0.0421076_source-Source_meta-Source_16symbols_entropy0.0421076_16symbols_entropy0.0421076_symbol_p_threshold-0,MarlinForestMarkov_K-8_O-2_S-0_is_raw-False_original_source-Source_16symbols_entropy0.0421076_source-Source_meta-Source_16symbols_entropy0.0421076_16symbols_entropy0.0421076_symbol_p_threshold-0.zip,False,Source_meta-Source_16symbols_entropy0.0421076_16symbols_entropy0.0421076,16,Laplacian,0.04210757925561191,131072,0.04247387869104566,0.06707763671875,,8.0,2.0,0.0,0.0,Source_16symbols_entropy0.0421076
MarlinForestMarkov_K-8_O-1_S-0_is_raw-False_original_source-Source_16symbols_entropy2.0512821_source-Source_meta-Source_16symbols_entropy2.0512821_16symbols_entropy2.0512821_symbol_p_threshold-0_ON_Source_Laplacian_16symbols_entropy2.0512821,MarlinForestMarkov,MarlinForestMarkov_K-8_O-1_S-0_is_raw-False_original_source-Source_16symbols_entropy2.0512821_source-Source_meta-Source_16symbols_entropy2.0512821_16symbols_entropy2.0512821_symbol_p_threshold-0,MarlinForestMarkov_K-8_O-1_S-0_is_raw-False_original_source-Source_16symbols_entropy2.0512821_source-Source_meta-Source_16symbols_entropy2.0512821_16symbols_entropy2.0512821_symbol_p_threshold-0.zip,False,Source_meta-Source_16symbols_entropy2.0512821_16symbols_entropy2.0512821,16,Laplacian,2.051282051623674,131072,2.0517013924898526,2.1920166015625,,8.0,1.0,0.0,0.0,Source_16symbols_entropy2.0512821
MarlinForestMarkov_K-8_O-2_S-0_is_raw-False_original_source-Source_16symbols_entropy0.0368446_source-Source_meta-Source_16symbols_entropy0.0368446_16symbols_entropy0.0368446_symbol_p_threshold-0_ON_Source_Laplacian_16symbols_entropy0.0368446,MarlinForestMarkov,MarlinForestMarkov_K-8_O-2_S-0_is_raw-False_original_source-Source_16symbols_entropy0.0368446_source-Source_meta-Source_16symbols_entropy0.0368446_16symbols_entropy0.0368446_symbol_p_threshold-0,MarlinForestMarkov_K-8_O-2_S-0_is_raw-False_original_source-Source_16symbols_entropy0.0368446_source-Source_meta-Source_16symbols_entropy0.0368446_16symbols_entropy0.0368446_symbol_p_threshold-0.zip,False,Source_meta-Source_16symbols_entropy0.0368446_16symbols_entropy0.0368446,16,Laplacian,0.036844631716747185,131072,0.03717776079427527,0.059814453125,,8.0,2.0,0.0,0.0,Source_16symbols_entropy0.0368446
MarlinForestMarkov_K-8_O-1_S-0_is_raw-False_original_source-Source_16symbols_entropy1.8461538_source-Source_meta-Source_16symbols_entropy1.8461538_16symbols_entropy1.8461538_symbol_p_threshold-0_ON_Source_Laplacian_16symbols_entropy1.8461538,MarlinForestMarkov,MarlinForestMarkov_K-8_O-1_S-0_is_raw-False_original_source-Source_16symbols_entropy1.8461538_source-Source_meta-Source_16symbols_entropy1.8461538_16symbols_entropy1.8461538_symbol_p_threshold-0,MarlinForestMarkov_K-8_O-1_S-0_is_raw-False_original_source-Source_16symbols_entropy1.8461538_source-Source_meta-Source_16symbols_entropy1.8461538_16symbols_entropy1.8461538_symbol_p_threshold-0.zip,False,Source_meta-Source_16symbols_entropy1.8461538_16symbols_entropy1.8461538,16,Laplacian,1.8461538460869575,131072,1.8466400087270578,1.98138427734375,,8.0,1.0,0.0,0.0,Source_16symbols_entropy1.8461538
MarlinForestMarkov_K-8_O-2_S-0_is_raw-False_original_source-Source_16symbols_entropy0.0315817_source-Source_meta-Source_16symbols_entropy0.0315817_16symbols_entropy0.0315817_symbol_p_threshold-0_ON_Source_Laplacian_16symbols_entropy0.0315817,MarlinForestMarkov,MarlinForestMarkov_K-8_O-2_S-0_is_raw-False_original_source-Source_16symbols_entropy0.0315817_source-Source_meta-Source_16symbols_entropy0.0315817_16symbols_entropy0.0315817_symbol_p_threshold-0,MarlinForestMarkov_K-8_O-2_S-0_is_raw-False_original_source-Source_16symbols_entropy0.0315817_source-Source_meta-Source_16symbols_entropy0.0315817_16symbols_entropy0.0315817_symbol_p_threshold-0.zip,False,Source_meta-Source_16symbols_entropy0.0315817_16symbols_entropy0.0315817,16,Laplacian,0.03158168391941189,131072,0.031965835286023044,0.05560302734375,,8.0,2.0,0.0,0.0,Source_16symbols_entropy0.0315817
MarlinForestMarkov_K-8_O-2_S-0_is_raw-True_original_source-Source_16symbols_entropy0.0000000_source-Source_meta-Source_16symbols_entropy0.0000000_1symbols_entropy0.0000000_symbol_p_threshold-0_ON_Source_Laplacian_16symbols_entropy0.0000000,MarlinForestMarkov,MarlinForestMarkov_K-8_O-2_S-0_is_raw-True_original_source-Source_16symbols_entropy0.0000000_source-Source_meta-Source_16symbols_entropy0.0000000_1symbols_entropy0.0000000_symbol_p_threshold-0,MarlinForestMarkov_K-8_O-2_S-0_is_raw-True_original_source-Source_16symbols_entropy0.0000000_source-Source_meta-Source_16symbols_entropy0.0000000_1symbols_entropy0.0000000_symbol_p_threshold-0.zip,True,Source_meta-Source_16symbols_entropy0.0000000_1symbols_entropy0.0000000,16,Laplacian,0.0,131072,0.0,0.0,,8.0,2.0,0.0,0.0,Source_16symbols_entropy0.0000000
MarlinForestMarkov_K-8_O-2_S-0_is_raw-False_original_source-Source_16symbols_entropy0.0210558_source-Source_meta-Source_16symbols_entropy0.0210558_4symbols_entropy0.0210558_symbol_p_threshold-0_ON_Source_Laplacian_16symbols_entropy0.0210558,MarlinForestMarkov,MarlinForestMarkov_K-8_O-2_S-0_is_raw-False_original_source-Source_16symbols_entropy0.0210558_source-Source_meta-Source_16symbols_entropy0.0210558_4symbols_entropy0.0210558_symbol_p_threshold-0,MarlinForestMarkov_K-8_O-2_S-0_is_raw-False_original_source-Source_16symbols_entropy0.0210558_source-Source_meta-Source_16symbols_entropy0.0210558_4symbols_entropy0.0210558_symbol_p_threshold-0.zip,False,Source_meta-Source_16symbols_entropy0.0210558_4symbols_entropy0.0210558,16,Laplacian,0.021055789801005708,131072,0.021290566318978348,0.04534912109375,,8.0,2.0,0.0,0.0,Source_16symbols_entropy0.0210558
MarlinForestMarkov_K-8_O-2_S-0_is_raw-False_original_source-Source_16symbols_entropy0.0263187_source-Source_meta-Source_16symbols_entropy0.0263187_16symbols_entropy0.0263187_symbol_p_threshold-0_ON_Source_Laplacian_16symbols_entropy0.0263187,MarlinForestMarkov,MarlinForestMarkov_K-8_O-2_S-0_is_raw-False_original_source-Source_16symbols_entropy0.0263187_source-Source_meta-Source_16symbols_entropy0.0263187_16symbols_entropy0.0263187_symbol_p_threshold-0,MarlinForestMarkov_K-8_O-2_S-0_is_raw-False_original_source-Source_16symbols_entropy0.0263187_source-Source_meta-Source_16symbols_entropy0.0263187_16symbols_entropy0.0263187_symbol_p_threshold-0.zip,False,Source_meta-Source_16symbols_entropy0.0263187_16symbols_entropy0.0263187,16,Laplacian,0.026318736658051924,131072,0.026499221430247483,0.050048828125,,8.0,2.0,0.0,0.0,Source_16symbols_entropy0.0263187
MarlinForestMarkov_K-8_O-2_S-0_is_raw-False_original_source-Source_16symbols_entropy0.0157928_source-Source_meta-Source_16symbols_entropy0.0157928_4symbols_entropy0.0157928_symbol_p_threshold-0_ON_Source_Laplacian_16symbols_entropy0.0157928,MarlinForestMarkov,MarlinForestMarkov_K-8_O-2_S-0_is_raw-False_original_source-Source_16symbols_entropy0.0157928_source-Source_meta-Source_16symbols_entropy0.0157928_4symbols_entropy0.0157928_symbol_p_threshold-0,MarlinForestMarkov_K-8_O-2_S-0_is_raw-False_original_source-Source_16symbols_entropy0.0157928_source-Source_meta-Source_16symbols_entropy0.0157928_4symbols_entropy0.0157928_symbol_p_threshold-0.zip,False,Source_meta-Source_16symbols_entropy0.0157928_4symbols_entropy0.0157928,16,Laplacian,0.015792842022141543,131072,0.016040969117302323,0.04095458984375,,8.0,2.0,0.0,0.0,Source_16symbols_entropy0.0157928
MarlinForestMarkov_K-8_O-2_S-0_is_raw-False_original_source-Source_16symbols_entropy0.0105299_source-Source_meta-Source_16symbols_entropy0.0105299_16symbols_entropy0.0105299_symbol_p_threshold-0_ON_Source_Laplacian_16symbols_entropy0.0105299,MarlinForestMarkov,MarlinForestMarkov_K-8_O-2_S-0_is_raw-False_original_source-Source_16symbols_entropy0.0105299_source-Source_meta-Source_16symbols_entropy0.0105299_16symbols_entropy0.0105299_symbol_p_threshold-0,MarlinForestMarkov_K-8_O-2_S-0_is_raw-False_original_source-Source_16symbols_entropy0.0105299_source-Source_meta-Source_16symbols_entropy0.0105299_16symbols_entropy0.0105299_symbol_p_threshold-0.zip,False,Source_meta-Source_16symbols_entropy0.0105299_16symbols_entropy0.0105299,16,Laplacian,0.010529894663657242,131072,0.0108421324525162,0.038818359375,,8.0,2.0,0.0,0.0,Source_16symbols_entropy0.0105299
MarlinForestMarkov_K-8_O-2_S-0_is_raw-False_original_source-Source_16symbols_entropy0.0000040_source-Source_meta-Source_16symbols_entropy0.0000040_16symbols_entropy0.0000040_symbol_p_threshold-0_ON_Source_Laplacian_16symbols_entropy0.0000040,MarlinForestMarkov,MarlinForestMarkov_K-8_O-2_S-0_is_raw-False_original_source-Source_16symbols_entropy0.0000040_source-Source_meta-Source_16symbols_entropy0.0000040_16symbols_entropy0.0000040_symbol_p_threshold-0,MarlinForestMarkov_K-8_O-2_S-0_is_raw-False_original_source-Source_16symbols_entropy0.0000040_source-Source_meta-Source_16symbols_entropy0.0000040_16symbols_entropy0.0000040_symbol_p_threshold-0.zip,False,Source_meta-Source_16symbols_entropy0.0000040_16symbols_entropy0.0000040,16,Laplacian,3.999742506494794e-06,131072,0.0001407065546984111,0.03326416015625,,8.0,2.0,0.0,0.0,Source_16symbols_entropy0.0000040
MarlinForestMarkov_K-8_O-1_S-0_is_raw-False_original_source-Source_16symbols_entropy2.1538462_source-Source_meta-Source_16symbols_entropy2.1538462_16symbols_entropy2.1538462_symbol_p_threshold-0_ON_Source_Laplacian_16symbols_entropy2.1538462,MarlinForestMarkov,MarlinForestMarkov_K-8_O-1_S-0_is_raw-False_original_source-Source_16symbols_entropy2.1538462_source-Source_meta-Source_16symbols_entropy2.1538462_16symbols_entropy2.1538462_symbol_p_threshold-0,MarlinForestMarkov_K-8_O-1_S-0_is_raw-False_original_source-Source_16symbols_entropy2.1538462_source-Source_meta-Source_16symbols_entropy2.1538462_16symbols_entropy2.1538462_symbol_p_threshold-0.zip,False,Source_meta-Source_16symbols_entropy2.1538462_16symbols_entropy2.1538462,16,Laplacian,2.153846153793235,131072,2.1542047912422837,2.3050537109375,,8.0,1.0,0.0,0.0,Source_16symbols_entropy2.1538462
MarlinForestMarkov_K-8_O-1_S-0_is_raw-False_original_source-Source_16symbols_entropy2.2564103_source-Source_meta-Source_16symbols_entropy2.2564103_16symbols_entropy2.2564103_symbol_p_threshold-0_ON_Source_Laplacian_16symbols_entropy2.2564103,MarlinForestMarkov,MarlinForestMarkov_K-8_O-1_S-0_is_raw-False_original_source-Source_16symbols_entropy2.2564103_source-Source_meta-Source_16symbols_entropy2.2564103_16symbols_entropy2.2564103_symbol_p_threshold-0,MarlinForestMarkov_K-8_O-1_S-0_is_raw-False_original_source-Source_16symbols_entropy2.2564103_source-Source_meta-Source_16symbols_entropy2.2564103_16symbols_entropy2.2564103_symbol_p_threshold-0.zip,False,Source_meta-Source_16symbols_entropy2.2564103_16symbols_entropy2.2564103,16,Laplacian,2.2564102564375976,131072,2.2569567296793394,2.41644287109375,,8.0,1.0,0.0,0.0,Source_16symbols_entropy2.2564103
MarlinForestMarkov_K-8_O-1_S-0_is_raw-False_original_source-Source_16symbols_entropy2.7692308_source-Source_meta-Source_16symbols_entropy2.7692308_16symbols_entropy2.7692308_symbol_p_threshold-0_ON_Source_Laplacian_16symbols_entropy2.7692308,MarlinForestMarkov,MarlinForestMarkov_K-8_O-1_S-0_is_raw-False_original_source-Source_16symbols_entropy2.7692308_source-Source_meta-Source_16symbols_entropy2.7692308_16symbols_entropy2.7692308_symbol_p_threshold-0,MarlinForestMarkov_K-8_O-1_S-0_is_raw-False_original_source-Source_16symbols_entropy2.7692308_source-Source_meta-Source_16symbols_entropy2.7692308_16symbols_entropy2.7692308_symbol_p_threshold-0.zip,False,Source_meta-Source_16symbols_entropy2.7692308_16symbols_entropy2.7692308,16,Laplacian,2.769230769167074,131072,2.769535231010631,2.968994140625,,8.0,1.0,0.0,0.0,Source_16symbols_entropy2.7692308
MarlinForestMarkov_K-8_O-2_S-0_is_raw-False_original_source-Source_16symbols_entropy0.1025641_source-Source_meta-Source_16symbols_entropy0.1025641_6symbols_entropy0.1025641_symbol_p_threshold-0_ON_Source_Laplacian_16symbols_entropy0.1025641,MarlinForestMarkov,MarlinForestMarkov_K-8_O-2_S-0_is_raw-False_original_source-Source_16symbols_entropy0.1025641_source-Source_meta-Source_16symbols_entropy0.1025641_6symbols_entropy0.1025641_symbol_p_threshold-0,MarlinForestMarkov_K-8_O-2_S-0_is_raw-False_original_source-Source_16symbols_entropy0.1025641_source-Source_meta-Source_16symbols_entropy0.1025641_6symbols_entropy0.1025641_symbol_p_threshold-0.zip,False,Source_meta-Source_16symbols_entropy0.1025641_6symbols_entropy0.1025641,16,Laplacian,0.10256410257248678,131072,0.10299359730842388,0.12060546875,,8.0,2.0,0.0,0.0,Source_16symbols_entropy0.1025641
MarlinForestMarkov_K-8_O-2_S-0_is_raw-False_original_source-Source_16symbols_entropy0.2051282_source-Source_meta-Source_16symbols_entropy0.2051282_7symbols_entropy0.2051282_symbol_p_threshold-0_ON_Source_Laplacian_16symbols_entropy0.2051282,MarlinForestMarkov,MarlinForestMarkov_K-8_O-2_S-0_is_raw-False_original_source-Source_16symbols_entropy0.2051282_source-Source_meta-Source_16symbols_entropy0.2051282_7symbols_entropy0.2051282_symbol_p_threshold-0,MarlinForestMarkov_K-8_O-2_S-0_is_raw-False_original_source-Source_16symbols_entropy0.2051282_source-Source_meta-Source_16symbols_entropy0.2051282_7symbols_entropy0.2051282_symbol_p_threshold-0.zip,False,Source_meta-Source_16symbols_entropy0.2051282_7symbols_entropy0.2051282,16,Laplacian,0.20512820479820465,131072,0.20563648029340256,0.25225830078125,,8.0,2.0,0.0,0.0,Source_16symbols_entropy0.2051282
